ID,ROK,KOLOR,NAZWA WINA,POCHODZENIE,SZCZEP,BECZKA,OPIS,ALK.,POJ.,CENA NETTO,IMAGES,KRAJ,
LF.06,21,Białe,Livio Felluga Terre Alte,D.O.C.G. Rosazzo - Włochy,"Friulano, Pinot Bianco, Sauvignon Blanc",,"Wino wytrawne. Produkowane od 1981 roku, wino Terre Alte, jest uznawane za jedno z najbardziej prestiżowych białych win we Włoszech. Przez około 10 miesięcy Pinot Bianco i Sauvignon Blanc dojrzewają w tankach ze stali nierdzewnej, a Friulano w małych dębowych beczkach. Po połączeniu kolejne 10 miesięcy spędzają w butelce. Nos intensywny, złożony z przepiękną paletą aromatów począwszy od owoców tropikalnych (mango, marakuja, avocado) poprzez soczyste jabłko, krem waniliowy, pistację, melisę, limoncello, skórkę grejpfruta oraz marcepan. W ustach przywołuje soczystą pulpę z owoców tropikalnych, kremowe nuty, z subtelnym akcentem przypraw i karmelizowanych orzeszków piniowych. Eleganckie wielkie wino do ryby, dań z warzywami, białego mięsa oraz serów. [NAGRODY]: 95 pkt Guida Essenziale ai Vini d’Italia, 4 Vine Shoots, Vitae Super 3 Stars, I Vini di Veronelli.","13,5",75cl,"399,00",LF.06.png,Włochy,Otwórz plik
GU.02,21/22,Czerwone,Le Difese,I.G.T. Toscana - Włochy,"70% Cabernet Sauvignon, 30% Sangiovese - Włochy",12 miesięcy,"Wino wytrawne. Jedno z najlepszych win włoskich. Wino z prestiżowej winnicy Tenuta San Guido (producent słynnej Sassicai). Blend Cabernet Sauvignon z Sangiovese dojrzewający 12 miesięcy we francuskich i amerykańskich dębowych barrique. Wyraziste aromaty jeżyn, jagód, wiśni, malin uzupełnione aromatami pochodzącymi z beczki takimi jak palone drewno, tytoń, cedr. Charakteryzuje się przyjemną strukturą i cudowną świeżością. Ma potencjał do leżakowania. Będzie idealnym pomysłem na prezent, na wyjątkową randkę czy eleganckie spotkanie biznesowe.",14,75cl,"129,00",GU.02.png,Włochy,Otwórz plik
GU.03,22,Czerwone,Guidalberto,I.G.T. Toscana - Włochy,"60% Cabernet Sauvignon, 40% Merlot",12 miesięcy,"Wino wytrawne. Drugie wino z posiadłości Tenuta San Guido nazwane na cześć wielkiego przodka obecnego właściciela winnicy. Dojrzewa 12 miesięcy we francuskiej i amerykańskiej dębowej barrique i dodatkowo 3 miesiące w butelce. Bardzo intensywna fioletowa barwa. Nos z długim i trwałym bukietem, w smaku wyróżniająca się struktura i świetna równowaga. [NAGRODY] - 95 pkt Wine Enthusiast.","13,5",75cl,"249,00",GU.03.png,Włochy,Otwórz plik
GU.01,21,Czerwone,Sassicaia,D.O.C. Bolgheri Sassicaia - Włochy,"85% Cabernet Sauvignon, 15% Cabernet Franc",24 miesięcy,"Wino wytrawne.Sassicaia: włoskie wino, które złamało wszelkie zasady i stało się legendą włoskiego winiarstwa. Absolutna ikona, którą pożąda w swojej kolekcji każdy koneser wina. Jeden z najlepszych supertoscanów na świecie, który sprawił, że wina włoskie osiągnęły zupełnie nowy poziom. Blend 85% Cabernet Sauvignon i 15% Cabernet Franc, który dojrzewał przez 24 miesiące we francuskiej dębowej beczce, a następnie przez 6 miesięcy w butelce. Każdy rocznik tego kultowego wina zbiera ogromne pochwały, wielkie notowania i trafia do piwniczek kolekcjonerów. Według portalu Wine-Searcher jest to szóste najczęściej poszukiwane wino świata i jedyne włoskie w zestawieniu 25 najlepszych win świata. Wino, które warto pić i w które zdecydowanie warto inwestować. Świetny potencjał starzenia. [NAGRODY]: 100 pkt. Robert Parker’s Wine Advocate (rocznik 2021), 97 pkt. Decanter Magazine, 97 pkt James Suckling, 97 pkt Vinous, 97 pkt Wine Enthusiast.",14,75cl,"1399,00",GU.01.png,Włochy,Otwórz plik
SL.07,23,Białe,Vette di San Leonardo,I.G.T. Vigneti Delle Dolomiti - Włochy,Sauvignon Blanc,,"Wino wytrawne. Białe eleganckie wino z winnicy otoczonej wzniesieniem Vette. Dojrzewało 5 miesięcy nad osadem w kadziach ze stali nierdzewnej. Aromatyczny bukiet z nutami białej brzoskwini, zielonej papryki oraz przyjemnym tchnieniem szałwii. W smaku wytrawne, pełne ciała, z zaznaczoną kwasowością oraz wyraźną mineralnością. Znakomity aperitif a także partner do ryby, białego mięsa, sałatek, serów. [NAGRODY] - 91 pkt - James Suckling, 91- pkt Doctor Wine, 90 - pkt Wine Spectator, 89 pkt Veronelli, 88+ pkt Wine Advocate, Bibenda, Gambero Rosso.","12,5",75cl,"71,00",SL.07.png,Włochy,❌ brak pliku
SL.05,21,Czerwone,Terre di San Leonardo,I.G.T. Vigneti Delle Dolomiti - Włochy,"50% Cabernet Sauvignon , 40% Merlot, 10% Carmenere",24 miesięcy,"Wino wytrawne. 80% wina dojrzewa przez 18 miesięcy w dużych beczkach ze słoweńskiego dębu, a 20% we francuskiej barrique przez co najmniej 6 miesięcy, następnie dodatkowo minimum 6 miesięcy w butelce. Piękna, głęboka rubinowa barwa. Z czasem bogate aromaty alkoholu i soczystych owoców przechodzą w wyraźne nuty dojrzałej śliwki. Wino dobrze wyważone z gorzkawą nutą w zakończeniu. Polecane do potraw z ryżu, makaronu w sosie pomidorowym lub grillowanego mięsa, drobiu, białego mięsa i serów. [NAGRODY] 93 pkt. James Suckling, 91 pkt. Wine Advocate, 90 pkt. Doctor Wine, 90 pkt. Veronelli, 89 pkt. Wine Spectator, Bibenda, Gambero Rosso.",13,75cl,"79,00",SL.05.png,Włochy,❌ brak pliku
SL.06,19,Czerwone,"Terre di San Leonardo MAGNUM 1,5L oryginalny kartonik",I.G.T. Vigneti Delle Dolomiti - Włochy,"50% Cabernet Sauvignon , 40% Merlot, 10% Carmenere",24 miesięcy,"Wino wytrawne. 80% wina dojrzewa przez 18 miesięcy w dużych beczkach ze słoweńskiego dębu, a 20% we francuskiej barrique przez co najmniej 6 miesięcy, następnie dodatkowo minimum 6 miesięcy w butelce. Piękna, głęboka rubinowa barwa. Z czasem bogate aromaty alkoholu i soczystych owoców przechodzą w wyraźne nuty dojrzałej śliwki. Wino dobrze wyważone z gorzkawą nutą w zakończeniu. Polecane do potraw z ryżu, makaronu w sosie pomidorowym lub grillowanego mięsa, drobiu, białego mięsa i serów. [NAGRODY] 93 pkt. James Suckling, 91 pkt. Wine Advocate, 90 pkt. Doctor Wine, 90 pkt. Veronelli, 89 pkt. Wine Spectator, Bibenda, Gambero Rosso.",13,"1,5L","166,00",SL.06.png,Włochy,❌ brak pliku
SL.03,18/20,Czerwone,Villa Gresti San Leonardo,I.G.T. Vigneti Delle Dolomiti - Włochy,"90% Merlot, 10% Carmenere",12 miesięcy,"Wino wytrawne. Ręczny zbiór, spontaniczna fermentacja 15-18 dni w małych betonowych kadziach, dojrzewanie przez 12 miesięcy we francuskich barrique. Intensywny bukiet z dojrzałymi czerwonymi owocami, aromatem śliwek, jeżyn, czarnej porzeczki i borówek. Na podniebieniu początkowo dużo dojrzałych jagód, następnie zrównoważone eleganckimi taninami. Dobrze zbudowane wino z potencjałem do dłuższego przechowywania. Idealne do czerwonych mięs, dzikiego ptactwa, pieczeni, oraz serów. [NAGRODY] - 92 pkt Veronelli, 91 pkt - Doctor Wine, Bibenda, Gambero Rosso.",13,75cl,"144,00",SL.03.png,Włochy,❌ brak pliku
SL.01,18/19,Czerwone,San Leonardo VEGAN,I.G.T. Vigneti Delle Dolomiti - Włochy,"60% Cabernet Sauvignon, 30% Cabernet Franc, 10% Merlot",24 miesiące,"Wino wytrawne. Wino dojrzewa w nowych i używanych francuskich barrique przez 24 miesiące i następnie rok w butelce. Intensywna rubinowa barwa z granatowymi refleksami. Wino o niesamowitym, intensywnym nosie, z nutami papryki i leśnych owoców jagodowych na tle aromatu wanilii. W ustach pełne, ciepłe, krągłe. Duma winnicy Tenuta San Leonardo. Idealny partner do potraw z czerwonego mięsa, drobiu, pieczeni, duszonego mięsa, dziczyzny i dojrzałych serów. [NAGRODY]: Vinous 96 pkt, James Suckling 98 pkt, Decanter 98 pkt, Doctor Wine 98 pkt, Civilità del Bere - Miglior Vino, Gambero Rosso - 3 Bicchieri e Cantina dell’anno, Jancis Robinson 17+ pkt.",13,75cl,"430,00",SL.01.png,Włochy,❌ brak pliku
MZ.01,23,Białe,Castel Firmian Pinot Grigio,D.O.C. Trentino - Włochy,Pinot Grigio,,"Wino wytrawne. Z winnic położonych wzdłuż doliny Adygi, u stóp Dolomitów. Słomkowożółta barwa. Nos owocowy z kwiatową nutą rumianku. W smaku wytrawne, eleganckie, o delikatnej kwasowości. Wino idealne jako aperitif, a także do przekąsek, białego mięsa i ryb. 90 / 100 pkt. – Castel Firmian Pinot Grigio Riserva 2018 VINITALY INTERNATIONAL AWARD, 88 pkt. James Suckling","12,5",75cl,"39,90",MZ.01.png,Włochy,Otwórz plik
MZ.02,22,Czerwone,Castel Firmian Cabernet Sauvignon,D.O.C. Trentino - Włochy,Cabernet Sauvignon,6-10 miesięcy,"Wino wytrawne. Wino z winnic położonych na terenie Arco, na północ od Jeziora Garda. Dojrzewa w dębie przez okres 6-10 miesięcy. Rubinowa barwa. Bukiet intensywny, złożony, z nutami przypominającymi eukaliptusa i słodkie owoce zintegrowane z aromatem dębu. W smaku wytrawne, pełne ciała, dobrze zbudowane. Idealne do czerwonego mięsa, pieczeni, dziczyzny i serów.",13,75cl,"39,90",MZ.02.png,Włochy,Otwórz plik
MZ.53,23,Białe,Castel Firmian Gewürztraminer,D.O.C. Trentino - Włochy,Gewürztraminer,,"Wino wytrawne. Wino o słomkowożółtym kolorze ze złotymi refleksami. Nos intensywny z nutami dzikich kwiatów, zwłaszcza dzikiej róży, i owoców, takich jak mango i czerwona porzeczka. Przyjemne, ze średnią kwasowością. Idealny dodatek do dań z owocami morza, szparagami, przystawkami z żółtym serem. Podawać w temperaturze 10-12 °C.","13,5",75cl,"49,90",MZ.53.png,Włochy,Otwórz plik
MZ.47,19,Czerwone,Castel Firmian Nerofino Rosso,I.G.T. Vigneti Delle Dolomiti - Włochy,"Teroldego, Lagrein",12 miesięcy,"Wino wytrawne. Wino zachwycające owocowym bukietem, z charakterystycznymi dla szczepu Teroldego nutami porzeczki, jeżyny i jagody oraz, pochodzącym ze szczepu Lagrein, aromatem kakao i marmolady. Dobrze zbudowane wino, ze zrównoważoną kwasowością, subtelnymi taninami. Idealne z pikantnymi przystawkami oraz potrawami z czerwonego mięsa, grillowanymi warzywami, włoskimi pastami i dojrzewającymi serami. Nagrody: 90 pkt. James Suckling.",13,75cl,"41,90",MZ.47.png,Włochy,Otwórz plik
MZ.07,22,Różowe,Castel Firmian Fildirose Pinot Grigio Rose,I.G.T. Vigneti Delle Dolomiti - Włochy,Pinot Grigio,,"Wino wytrawne różowe. Wino ze szczepu Pinot Grigio uprawianego u podnóża Dolomitów, których bogate w minerały terroir sprzyja jakości winogron utrzymując odpowiedni poziom świeżości i kwasowości. Wino świeże, z bogatym aromatem czerwonych owoców, różowego grejpfruta oraz nutami kwiatowymi. Mineralne, z orzeźwiającą kwasowością, dzięki czemu wino jest idealne jako aperitif czy też do lekkich dań kuchni śródziemnomorskiej.","12,5",75cl,"39,90",MZ.07.png,Włochy,Otwórz plik
MZ.05,17,Białe,Rotari Brut Riserva d’Oro Millesimato d’Italia Metodo Classico,D.O.C. Trento - Włochy,Chardonnay,,"Wino wytrawne musujące. Wino wyprodukowane znaną od 400 lat we Włoszech „metodo classico”, z drugą fermentacją w butelce, dojrzewające na osadzie co najmniej 36 miesięcy. Nos intensywny, elegancki, złożony. W smaku wytrawne, pełne, z dominującymi nutami dojrzałych owoców cytrusowych, gruszki i delikatną mineralnością. Dobrze zbudowane z wyraźnymi bąbelkami. Doskonały aperitif, a także partner do każdej potrawy. Kwasowość 6,2% / cukier resztkowy 8 g/l. [NAGRODY] - Gold Medal – Mundus Vini.","12,5",75cl,"66,90",MZ.05.png,Włochy,Otwórz plik
MZ.54,18,Białe,Rotari Blanc de Blancs Extra Brut Millesimato d’Italia Metodo Classico,D.O.C. Trento - Włochy,Chardonnay,,"Wino wytrawne musujące. Eleganckie, gładkie i trwałe perlage. Kolor jasnosłomkowy. W nosie wyraźne aromaty dojrzałych owoców, jabłek i ananasa, wynikających z dużej różnicy temperatur podczas dojrzewania winogron. Nuty suszonych owoców, orzechów laskowych i skórki chleba uzupełniają bukiet. Smak dobrze wyważony, spójny z aromatami, z wytrawnym mineralnym tchnieniem i długim finiszem. Towarzysz surówek, krewetek, ostryg, bogatych dań rybnych i lekkich dań mięsnych.","12,5",75cl,"66,90",MZ.54.png,Włochy,Otwórz plik
MZ.03,22,Białe,Castel Firmian Pinot Grigio Riserva,D.O.C. Trentino - Włochy,Pinot Grigio,6-8 miesięcy,"Wino wytrawne. 60% wina po procesie fermentacji dojrzewa przez 6-8 miesięcy w dębowej beczce i następnie jest łączone z winem, które pozostało w kadziach ze stali nierdzewnej. Nos z dojrzałymi owocami (biała brzoskwinia, gruszka), rumiankiem oraz słodkimi nutami wanilii. W smaku harmonijne, eleganckie, czyste. Idealne jako aperitif, a także do makaronów, ryb i białego mięsa. [NAGRODY] - 90 pkt. Winitaly, 88 pkt Wine Enthusiast, 87 pkt Wine Spectator, **** North&South, Silver Medal – Japan Wine Challenge, Silver Medal – County Fair, Wine Competition, Silver Medal – Decanter, Top 100 – Vancouver, 90 pkt. James Suckling.",13,75cl,"49,90",MZ.03.png,Włochy,Otwórz plik
MZ.06,20,Czerwone,Castel Firmian Teroldego Rotaliano Riserva,D.O.C. Trentino - Włochy,Teroldego Rotaliano,12 miesięcy,"Wino wytrawne. Rubinowa barwa z fioletowymi refleksami. Nos intensywny, bogaty w nuty owoców leśnych, szczególnie jagody, jeżyny i maliny. W smaku wytrawne, harmonijne, owocowe, z aksamitnymi taninami. Znakomite do lasagne, pieczonego i grillowanego mięsa oraz potraw kuchni Trydentu. [NAGRODY] - 89 pkt Wine Enthusiast, 86 pkt Wine Spectator, 86 pkt Wine&Spirits, ****North&South, Silver Medal – International Wine Challenge, Silver Medal – Japan Wine Challenge, Best Buy – Wine Enthusiast, Top 100 – Vancouver, 92 pkt. James Suckling.",13,75cl,"49,90",MZ.06.png,Włochy,Otwórz plik
MZ.55,24,Białe,Feudo Arancio Chardonnay,D.O.C. Sicilia - Włochy,Chardonnay,,"Wino wytrawne. Kolor słomkowożółty ze złotymi odcieniami. Bukiet świeży i owocowy z nutami ananasa, owoców tropikalnych oraz wanilii. W smaku harmonijne, kremowe, ze zrównoważoną kwasowością. Podawać ze świeżymi warzywami, surowymi owocami morza, makaronami z warzywami oraz białym mięsem.","13,5",75cl,"34,50",MZ.55.png,Włochy,Otwórz plik
MZ.30,23,Białe,Feudo Arancio Grillo,D.O.C. Sicilia - Włochy,Grillo,,"Wino wytrawne. Wino oddające charakter sycylijskiej odmiany Grillo. W aromacie wyczuwalne tropikalne owoce, takie jak mango i papaja, w połączeniu z nutą jaśminu i białych kwiatów. Wino wyważone, harmonijne, o delikatnej kwasowości. Rekomendowane do owoców morza, białego mięsa, carpaccio, pieczonej ryby, makaronów i warzyw. [NAGRODY] - 89 pkt. Wine Enthusiast, Gold Medal – Mundus Vini, Bronze Medal – International Wine Challenge, Bronze Medal – CWSA (China), Silver Medal - Sommelier Wine Awards. GOLD MEDAL - 2020 Frankfurt International Wine Trophy.",13,75cl,"34,50",MZ.30.png,Włochy,Otwórz plik
MZ.43,21,Białe,Feudo Arancio Grillo,D.O.C. Sicilia - Włochy,Grillo,,"Wino wytrawne. Wino oddające charakter sycylijskiej odmiany Grillo. W aromacie wyczuwalne tropikalne owoce, takie jak mango i papaja, w połączeniu z nutą jaśminu i białych kwiatów. Wino wyważone, harmonijne, o delikatnej kwasowości. Rekomendowane do owoców morza, białego mięsa, carpaccio, pieczonej ryby, makaronów i warzyw. [NAGRODY] - 89 pkt. Wine Enthusiast, Gold Medal – Mundus Vini, Bronze Medal – International Wine Challenge, Bronze Medal – CWSA (China), Silver Medal - Sommelier Wine Awards. GOLD MEDAL - 2020 Frankfurt International Wine Trophy.",13,"37,5cl","19,90",MZ.43.png,Włochy,Otwórz plik
MZ.35,20,Czerwone,Anterra Pinot Noir,I.G.T. Terre Siciliane - Włochy,Pinot Noir,,"Wino wytrawne. Wino wytrawne. Przyjemne owocowe aromaty wiśni, śliwki i truskawki z akcentem białego pieprzu, goździków, dymu. Wino pełne, ale nie ciężkie znakomicie pasujące do większości potraw.",13,75cl,"29,90",MZ.35.png,Włochy,Otwórz plik
MZ.39,24,Różowe,Feudo Arancio Tinchite Rose Frappato,I.G.T. Terre Siciliane - Włochy,Frappato,,"Wino wytrawne. Różowe wino wyprodukowane z Frappato, jednej z najstarszych odmian winorośli na Sycylii. „Tinchite” w dialekcie sycylijskim oznacza „bogate/hojne”. Nos zachwycający aromatami pelargonii, maliny, jeżyny, poziomki, czarnej porzeczki i owocu granatu. Barwa wiśniowa z fioletowymi niuansami. Idealne jako aperitif, a także znakomicie pasujące do przekąsek, serów, pizzy, sałatek, ryb. Kwasowość 5,5% / cukier resztkowy 9 g/l. [NAGRODY] - Gold Medal – Berliner Wein Trophy, Silver Medal – Mundus Vini, Silver Medal – International, Wine Challenge, Bronze Medal – Decanter.",12,75cl,"37,90",MZ.39.png,Włochy,Otwórz plik
MZ.04,22,Czerwone,Feudo Arancio Nero d’Avola,D.O.C. Sicilia - Włochy,Nero d’Avola,6 miesięcy,"Wino wytrawne. Wino z Sycylii z regionu Sambuca położonego w pobliżu jeziora Arancio. W smaku żywe z nutami czarnej porzeczki i lukrecji, z odrobiną słodyczy, o bardzo przyjemnym zakończeniu. Polecane do makaronów, risotto, serów. [NAGRODY] - Gold - Berliner Wine Trophy, Silver Medal – County Fair Wine Competition, Silver Medal - Sommelier Wine Awards. GOLD MEDAL - 2020 Frankfurt International Wine Trophy",13,75cl,"34,50",MZ.04.png,Włochy,Otwórz plik
MZ.44,22,Czerwone,Feudo Arancio Nero d’Avola,D.O.C. Sicilia - Włochy,Nero d’Avola,6 miesięcy,"Wino wytrawne. Wino z Sycylii z regionu Sambuca położonego w pobliżu jeziora Arancio. W smaku żywe z nutami czarnej porzeczki i lukrecji, z odrobiną słodyczy, o bardzo przyjemnym zakończeniu. Polecane do makaronów, risotto, serów. [NAGRODY] - Gold - Berliner Wine Trophy, Silver Medal – County Fair Wine Competition, Silver Medal - Sommelier Wine Awards. GOLD MEDAL - 2020 Frankfurt International Wine Trophy",13,"37,5cl","19,90",MZ.44.png,Włochy,Otwórz plik
MZ.15,22,Czerwone,Feudo Arancio Syrah,D.O.C. Sicilia - Włochy,Syrah,10 miesięcy,"Wino wytrawne. Blend Syrah z gron uprawianych w regionie Sambuca di Sicilia, które wnoszą do wina strukturę oraz gron uprawianych w regionie Acate, które odpowiadają za delikatną owocowość. Nos z wyraźnymi nutami czarnego pieprzu i tymianku na tle owoców leśnych. Po okresie 10 miesięcy w beczce z francuskiego dębu wyczuwalne wygładzone taniny cieszące każde podniebienie. Idealny partner do czerwonego mięsa, dziczyzny, desek wędlin i wędzonych serów. Nagroda: GOLD MEDAL - Sommelier Wine Awards.","13,5",75cl,"34,50",MZ.15.png,Włochy,Otwórz plik
MZ.38,21,Czerwone,Feudo Arancio Rosso Riserva,D.O.C. Sicilia - Włochy,Nero d’Avola,8-10 miesięcy,"Wino wytrawne. Wino wyprodukowane z gron Nero d’Avola uprawianych w dwóch regionach Sycylii o odmiennych warunkach klimatycznych tj. Ragusa i Agrigento. 30% winogron dojrzewa w kadziach ze stali nierdzewnej, a pozostała część przez 8-10 miesięcy we francuskim dębie. Bukiet dojrzały, z nutami jeżyn, wiśni, dymem tytoniowym oraz wanilią. W smaku pełne, soczyste, z eleganckimi taninami. Doskonale pasuje do serów, przekąsek i potraw z czerwonego mięsa. Kwasowość 5% / cukier resztkowy 7,5 g/l. Nagrody: Gold Medal – Mundus Vini, Silver Medal – Sommelier Wine Awards.","13,5",75cl,"47,00",MZ.38.png,Włochy,Otwórz plik
BS.01,20,Czerwone,Barolo,D.O.C.G. Barolo - Włochy,Nebbiolo,24 miesiące,"Wino wytrawne. Najbardziej arystokratyczne z tradycyjnych czerwonych win Piemontu. Dojrzewa w beczkach ze slawońskiego dębu przez okres 2 lat i dodatkowo 4 miesiące w butelce. Rubinowo-granatowa barwa, która w miarę dojrzewania przechodzi w kolor ceglasty. Bukiet eteryczny, intensywny z nutami przypraw i suszonych owoców. Wino pełne ciała, imponujące, eleganckie, surowe ale jednocześnie aksamitne. Idealne do dziczyzny, pieczeni, dojrzałych serów. Przed podaniem zalecana dekantacja.",14,75cl,"177,00",BS.01.png,Włochy,Otwórz plik
